: error 482.133671, percentage 3.44%
Classifier[25] iteration 1414: error 406.942687, percentage 2.91%
Classifier[25] iteration 1415: error 406.911347, percentage 2.91%
Classifier[25] iteration 1416: error 406.880048, percentage 2.91%
Classifier[25] iteration 1417: error 406.848789, percentage 2.91%
Classifier[25] iteration 1418: error 406.817570, percentage 2.91%
Classifier[25] iteration 1419: error 406.786390, percentage 2.91%
Classifier[25] iteration 1420: error 406.755251, percentage 2.91%
Classifier[25] iteration 1421: error 406.724152, percentage 2.91%
Classifier[25] iteration 1422: error 406.693092, percentage 2.90%
Classifier[25] iteration 1423: error 406.662073, percentage 2.90%
Classifier[25] iteration 1424: error 406.631093, percentage 2.90%
Classifier[25] iteration 1425: error 406.600152, percentage 2.90%
Classifier[25] iteration 1426: error 406.569251, percentage 2.90%
Classifier[25] iteration 1427: error 406.538389, percentage 2.90%
Classifier[25] iteration 1428: error 406.507567, percentage 2.90%
Classifier[25] iteration 1429: error 406.476784, percentage 2.90%
Classifier[25] iteration 1430: error 406.446041, percentage 2.90%
Classifier[25] iteration 1431: error 406.415336, percentage 2.90%
Classifier[25] iteration 1432: error 406.384671, percentage 2.90%
Classifier[25] iteration 1433: error 406.354044, percentage 2.90%
Classifier[25] iteration 1434: error 406.323457, percentage 2.90%
Classifier[25] iteration 1435: error 406.292908, percentage 2.90%
Classifier[25] iteration 1436: error 406.262398, percentage 2.90%
Classifier[25] iteration 1437: error 406.231927, percentage 2.90%
Classifier[25] iteration 1438: error 406.201495, percentage 2.90%
Classifier[25] iteration 1439: error 406.171101, percentage 2.90%
Classifier[25] iteration 1440: error 406.140746, percentage 2.90%
Classifier[25] iteration 1441: error 406.110429, percentage 2.90%
Classifier[25] iteration 1442: error 406.080151, percentage 2.90%
Classifier[25] iteration 1443: error 406.049911, percentage 2.90%
Classifier[25] iteration 1444: error 406.019709, percentage 2.90%
Classifier[25] iteration 1445: error 405.989545, percentage 2.90%
Classifier[25] iteration 1446: error 405.959420, percentage 2.90%
Classifier[25] iteration 1447: error 405.929332, percentage 2.90%
Classifier[25] iteration 1448: error 405.899283, percentage 2.90%
Classifier[25] iteration 1449: error 405.869271, percentage 2.90%
Classifier[25] iteration 1450: error 405.839297, percentage 2.90%
Classifier[25] iteration 1451: error 405.809361, percentage 2.90%
Classifier[25] iteration 1452: error 405.779463, percentage 2.90%
Classifier[25] iteration 1453: error 405.749603, percentage 2.90%
Classifier[25] iteration 1454: error 405.719780, percentage 2.90%
Classifier[25] iteration 1455: error 405.689994, percentage 2.90%
Classifier[25] iteration 1456: error 405.660246, percentage 2.90%
Classifier[25] iteration 1457: error 405.630535, percentage 2.90%
Classifier[25] iteration 1458: error 405.600862, percentage 2.90%
Classifier[25] iteration 1459: error 405.571226, percentage 2.90%
Classifier[25] iteration 1460: error 405.541627, percentage 2.90%
Classifier[25] iteration 1461: error 405.512065, percentage 2.90%
Classifier[25] iteration 1462: error 405.482541, percentage 2.90%
Classifier[25] iteration 1463: error 405.453053, percentage 2.90%
Classifier[25] iteration 1464: error 405.423602, percentage 2.90%
Classifier[25] iteration 1465: error 405.394188, percentage 2.90%
Classifier[25] iteration 1466: error 405.364811, percentage 2.90%
Classifier[25] iteration 1467: error 405.335471, percentage 2.90%
Classifier[25] iteration 1468: error 405.306167, percentage 2.90%
Classifier[25] iteration 1469: error 405.276900, percentage 2.89%
Classifier[25] iteration 1470: error 405.247669, percentage 2.89%
Classifier[25] iteration 1471: error 405.218475, percentage 2.89%
Classifier[25] iteration 1472: error 405.189317, percentage 2.89%
Classifier[25] iteration 1473: error 405.160196, percentage 2.89%
Classifier[25] iteration 1474: error 405.131110, percentage 2.89%
Classifier[25] iteration 1475: error 405.102061, percentage 2.89%
Classifier[25] iteration 1476: error 405.073049, percentage 2.89%
Classifier[25] iteration 1477: error 405.044072, percentage 2.89%
Classifier[25] iteration 1478: error 405.015131, percentage 2.89%
Classifier[25] iteration 1479: error 404.986227, percentage 2.89%
Classifier[25] iteration 1480: error 404.957358, percentage 2.89%
Classifier[25] iteration 1481: error 404.928525, percentage 2.89%
Classifier[25] iteration 1482: error 404.899728, percentage 2.89%
Classifier[25] iteration 1483: error 404.870966, percentage 2.89%
Classifier[25] iteration 1484: error 404.842240, percentage 2.89%
Classifier[25] iteration 1485: error 404.813550, percentage 2.89%
Classifier[25] iteration 1486: error 404.784895, percentage 2.89%
Classifier[25] iteration 1487: error 404.756276, percentage 2.89%
Classifier[25] iteration 1488: error 404.727692, percentage 2.89%
Classifier[25] iteration 1489: error 404.699144, percentage 2.89%
Classifier[25] iteration 1490: error 404.670631, percentage 2.89%
Classifier[25] iteration 1491: error 404.642153, percentage 2.89%
Classifier[25] iteration 1492: error 404.613710, percentage 2.89%
Classifier[25] iteration 1493: error 404.585302, percentage 2.89%
Classifier[25] iteration 1494: error 404.556929, percentage 2.89%
Classifier[25] iteration 1495: error 404.528592, percentage 2.89%
Classifier[25] iteration 1496: error 404.500289, percentage 2.89%
Classifier[25] iteration 1497: error 404.472021, percentage 2.89%
Classifier[25] iteration 1498: error 404.443788, percentage 2.89%
Classifier[25] iteration 1499: error 404.415589, percentage 2.89%
Classifier[25] iteration 1500: error 404.387425, percentage 2.89%
Classifier[25] iteration 1501: error 404.359296, percentage 2.89%
Classifier[25] iteration 1502: error 404.331202, percentage 2.89%
Classifier[25] iteration 1503: error 404.303142, percentage 2.89%
Classifier[25] iteration 1504: error 404.275116, percentage 2.89%
Classifier[25] iteration 1505: error 404.247125, percentage 2.89%
Classifier[25] iteration 1506: error 404.219168, percentage 2.89%
Classifier[25] iteration 1507: error 404.191245, percentage 2.89%
Classifier[25] iteration 1508: error 404.163356, percentage 2.89%
Classifier[25] iteration 1509: error 404.135502, percentage 2.89%
Classifier[25] iteration 1510: error 404.107682, percentage 2.89%
Classifier[25] iteration 1511: error 404.079895, percentage 2.89%
Classifier[25] iteration 1512: error 404.052143, percentage 2.89%
Classifier[25] iteration 1513: error 404.024425, percentage 2.89%
Classifier[25] iteration 1514: error 403.996740, percentage 2.89%
Classifier[25] iteration 1515: error 403.969089, percentage 2.89%
Classifier[25] iteration 1516: error 403.941472, percentage 2.89%
Classifier[25] iteration 1517: error 403.913889, percentage 2.89%
Classifier[25] iteration 1518: error 403.886339, percentage 2.88%
Classifier[25] iteration 1519: error 403.858823, percentage 2.88%
Classifier[25] iteration 1520: error 403.831341, percentage 2.88%
Classifier[25] iteration 1521: error 403.803891, percentage 2.88%
Classifier[25] iteration 1522: error 403.776476, percentage 2.88%
Classifier[25] iteration 1523: error 403.749093, percentage 2.88%
Classifier[25] iteration 1524: error 403.721744, percentage 2.88%
Classifier[25] iteration 1525: error 403.694428, percentage 2.88%
Classifier[25] iteration 1526: error 403.667145, percentage 2.88%
Classifier[25] iteration 1527: error 403.639895, percentage 2.88%
Classifier[25] iteration 1528: error 403.612679, percentage 2.88%
Classifier[25] iteration 1529: error 403.585495, percentage 2.88%
Classifier[25] iteration 1530: error 403.558344, percentage 2.88%
Classifier[25] iteration 1531: error 403.531226, percentage 2.88%
Classifier[25] iteration 1532: error 403.504141, percentage 2.88%
Classifier[25] iteration 1533: error 403.477089, percentage 2.88%
Classifier[25] iteration 1534: error 403.450070, percentage 2.88%
Classifier[25] iteration 1535: error 403.423083, percentage 2.88%
Classifier[25] iteration 1536: error 403.396128, percentage 2.88%
Classifier[25] iteration 1537: error 403.369207, percentage 2.88%
Classifier[25] iteration 1538: error 403.342317, percentage 2.88%
Classifier[25] iteration 1539: error 403.315461, percentage 2.88%
Classifier[25] iteration 1540: error 403.288636, percentage 2.88%
Classifier[25] iteration 1541: error 403.261844, percentage 2.88%
Classifier[25] iteration 1542: error 403.235084, percentage 2.88%
Classifier[25] iteration 1543: error 403.208357, percentage 2.88%
Classifier[25] iteration 1544: error 403.181661, percentage 2.88%
Classifier[25] iteration 1545: error 403.154998, percentage 2.88%
Classifier[25] iteration 1546: error 403.128367, percentage 2.88%
Classifier[25] iteration 1547: error 403.101768, percentage 2.88%
Classifier[25] iteration 1548: error 403.075200, percentage 2.88%
Classifier[25] iteration 1549: error 403.048665, percentage 2.88%
Classifier[25] iteration 1550: error 403.022161, percentage 2.88%
Classifier[25] iteration 1551: error 402.995690, percentage 2.88%
Classifier[25] iteration 1552: error 402.969250, percentage 2.88%
Classifier[25] iteration 1553: error 402.942841, percentage 2.88%
Classifier[25] iteration 1554: error 402.916465, percentage 2.88%
Classifier[25] iteration 1555: error 402.890120, percentage 2.88%
Classifier[25] iteration 1556: error 402.863806, percentage 2.88%
Classifier[25] iteration 1557: error 402.837524, percentage 2.88%
Classifier[25] iteration 1558: error 402.811273, percentage 2.88%
Classifier[25] iteration 1559: error 402.785054, percentage 2.88%
Classifier[25] iteration 1560: error 402.758866, percentage 2.88%
Classifier[25] iteration 1561: error 402.732709, percentage 2.88%
Classifier[25] iteration 1562: error 402.706584, percentage 2.88%
Classifier[25] iteration 1563: error 402.680489, percentage 2.88%
Classifier[25] iteration 1564: error 402.654426, percentage 2.88%
Classifier[25] iteration 1565: error 402.628394, percentage 2.88%
Classifier[25] iteration 1566: error 402.602393, percentage 2.88%
Classifier[25] iteration 1567: error 402.576423, percentage 2.88%
Classifier[25] iteration 1568: error 402.550483, percentage 2.88%
Classifier[25] iteration 1569: error 402.524575, percentage 2.88%
Classifier[25] iteration 1570: error 402.498697, percentage 2.87%
Classifier[25] iteration 1571: error 402.472850, percentage 2.87%
Classifier[25] iteration 1572: error 402.447034, percentage 2.87%
Classifier[25] iteration 1573: error 402.421248, percentage 2.87%
Classifier[25] iteration 1574: error 402.395493, percentage 2.87%
Classifier[25] iteration 1575: error 402.369769, percentage 2.87%
Classifier[25] iteration 1576: error 402.344075, percentage 2.87%
Classifier[25] iteration 1577: error 402.318411, percentage 2.87%
Classifier[25] iteration 1578: error 402.292778, percentage 2.87%
Classifier[25] iteration 1579: error 402.267176, percentage 2.87%
Classifier[25] iteration 1580: error 402.241603, percentage 2.87%
Classifier[25] iteration 1581: error 402.216061, percentage 2.87%
Classifier[25] iteration 1582: error 402.190549, percentage 2.87%
Classifier[25] iteration 1583: error 402.165067, percentage 2.87%
Classifier[25] iteration 1584: error 402.139615, percentage 2.87%
Classifier[25] iteration 1585: error 402.114193, percentage 2.87%
Classifier[25] iteration 1586: error 402.088802, percentage 2.87%
Classifier[25] iteration 1587: error 402.063440, percentage 2.87%
Classifier[25] iteration 1588: error 402.038108, percentage 2.87%
Classifier[25] iteration 1589: error 402.012806, percentage 2.87%
Classifier[25] iteration 1590: error 401.987534, percentage 2.87%
Classifier[25] iteration 1591: error 401.962291, percentage 2.87%
Classifier[25] iteration 1592: error 401.937078, percentage 2.87%
Classifier[25] iteration 1593: error 401.911895, percentage 2.87%
Classifier[25] iteration 1594: error 401.886742, percentage 2.87%
Classifier[25] iteration 1595: error 401.861618, percentage 2.87%
Classifier[25] iteration 1596: error 401.836523, percentage 2.87%
Classifier[25] iteration 1597: error 401.811458, percentage 2.87%
Classifier[25] iteration 1598: error 401.786422, percentage 2.87%
Classifier[25] iteration 1599: error 401.761416, percentage 2.87%
Classifier[25] iteration 1600: error 401.736439, percentage 2.87%
Classifier[25] iteration 1601: error 401.711491, percentage 2.87%
Classifier[25] iteration 1602: error 401.686573, percentage 2.87%
Classifier[25] iteration 1603: error 401.661684, percentage 2.87%
Classifier[25] iteration 1604: error 401.636824, percentage 2.87%
Classifier[25] iteration 1605: error 401.611992, percentage 2.87%
Classifier[25] iteration 1606: error 401.587190, percentage 2.87%
Classifier[25] iteration 1607: error 401.562417, percentage 2.87%
Classifier[25] iteration 1608: error 401.537673, percentage 2.87%
Classifier[25] iteration 1609: error 401.512958, percentage 2.87%
Classifier[25] iteration 1610: error 401.488272, percentage 2.87%
Classifier[25] iteration 1611: error 401.463614, percentage 2.87%
Classifier[25] iteration 1612: error 401.438985, percentage 2.87%
Classifier[25] iteration 1613: error 401.414385, percentage 2.87%
Classifier[25] iteration 1614: error 401.389813, percentage 2.87%
Classifier[25] iteration 1615: error 401.365271, percentage 2.87%
Classifier[25] iteration 1616: error 401.340756, percentage 2.87%
Classifier[25] iteration 1617: error 401.316270, percentage 2.87%
Classifier[25] iteration 1618: error 401.291813, percentage 2.87%
Classifier[25] iteration 1619: error 401.267384, percentage 2.87%
Classifier[25] iteration 1620: error 401.242984, percentage 2.87%
Classifier[25] iteration 1621: error 401.218611, percentage 2.87%
Classifier[25] iteration 1622: error 401.194267, percentage 2.87%
Classifier[25] iteration 1623: error 401.169952, percentage 2.87%
Classifier[25] iteration 1624: error 401.145664, percentage 2.87%
Classifier[25] iteration 1625: error 401.121405, percentage 2.87%
Classifier[25] iteration 1626: error 401.097174, percentage 2.86%
Classifier[25] iteration 1627: error 401.072970, percentage 2.86%
Classifier[25] iteration 1628: error 401.048795, percentage 2.86%
Classifier[25] iteration 1629: error 401.024648, percentage 2.86%
Classifier[25] iteration 1630: error 401.000529, percentage 2.86%
Classifier[25] iteration 1631: error 400.976437, percentage 2.86%
Classifier[25] iteration 1632: error 400.952374, percentage 2.86%
Classifier[25] iteration 1633: error 400.928338, percentage 2.86%
Classifier[25] iteration 1634: error 400.904330, percentage 2.86%
Classifier[25] iteration 1635: error 400.880350, percentage 2.86%
Classifier[25] iteration 1636: error 400.856397, percentage 2.86%
Classifier[25] iteration 1637: error 400.832472, percentage 2.86%
Classifier[25] iteration 1638: error 400.808575, percentage 2.86%
Classifier[25] iteration 1639: error 400.784705, percentage 2.86%
Classifier[25] iteration 1640: error 400.760862, percentage 2.86%
Classifier[25] iteration 1641: error 400.737047, percentage 2.86%
Classifier[25] iteration 1642: error 400.713259, percentage 2.86%
Classifier[25] iteration 1643: error 400.689499, percentage 2.86%
Classifier[25] iteration 1644: error 400.665766, percentage 2.86%
Classifier[25] iteration 1645: error 400.642060, percentage 2.86%
Classifier[25] iteration 1646: error 400.618382, percentage 2.86%
Classifier[25] iteration 1647: error 400.594731, percentage 2.86%
Classifier[25] iteration 1648: error 400.571106, percentage 2.86%
Classifier[25] iteration 1649: error 400.547509, percentage 2.86%
Classifier[25] iteration 1650: error 400.523939, percentage 2.86%
Classifier[25] iteration 1651: error 400.500396, percentage 2.86%
Classifier[25] iteration 1652: error 400.476880, percentage 2.86%
Classifier[25] iteration 1653: error 400.453391, percentage 2.86%
Classifier[25] iteration 1654: error 400.429928, percentage 2.86%
Classifier[25] iteration 1655: error 400.406493, percentage 2.86%
Classifier[25] iteration 1656: error 400.383084, percentage 2.86%
Classifier[25] iteration 1657: error 400.359702, percentage 2.86%
Classifier[25] iteration 1658: error 400.336347, percentage 2.86%
Classifier[25] iteration 1659: error 400.313018, percentage 2.86%
Classifier[25] iteration 1660: error 400.289717, percentage 2.86%
Classifier[25] iteration 1661: error 400.266441, percentage 2.86%
Classifier[25] iteration 1662: error 400.243192, percentage 2.86%
Classifier[25] iteration 1663: error 400.219970, percentage 2.86%
Classifier[25] iteration 1664: error 400.196774, percentage 2.86%
Classifier[25] iteration 1665: error 400.173604, percentage 2.86%
Classifier[25] iteration 1666: error 400.150461, percentage 2.86%
Classifier[25] iteration 1667: error 400.127345, percentage 2.86%
Classifier[25] iteration 1668: error 400.104254, percentage 2.86%
Classifier[25] iteration 1669: error 400.081190, percentage 2.86%
Classifier[25] iteration 1670: error 400.058152, percentage 2.86%
Classifier[25] iteration 1671: error 400.035140, percentage 2.86%
Classifier[25] iteration 1672: error 400.012154, percentage 2.86%
Classifier[25] iteration 1673: error 399.989194, percentage 2.86%
Classifier[25] iteration 1674: error 399.966261, percentage 2.86%
Classifier[25] iteration 1675: error 399.943353, percentage 2.86%
Classifier[25] iteration 1676: error 399.920471, percentage 2.86%
Classifier[25] iteration 1677: error 399.897615, percentage 2.86%
Classifier[25] iteration 1678: error 399.874785, percentage 2.86%
Classifier[25] iteration 1679: error 399.851981, percentage 2.86%
Classifier[25] iteration 1680: error 399.829203, percentage 2.86%
Classifier[25] iteration 1681: error 399.806450, percentage 2.86%
Classifier[25] iteration 1682: error 399.783724, percentage 2.86%
Classifier[25] iteration 1683: error 399.761023, percentage 2.86%
Classifier[25] iteration 1684: error 399.738347, percentage 2.86%
Classifier[25] iteration 1685: error 399.715697, percentage 2.86%
Classifier[25] iteration 1686: error 399.693073, percentage 2.85%
Classifier[25] iteration 1687: error 399.670474, percentage 2.85%
Classifier[25] iteration 1688: error 399.647900, percentage 2.85%
Classifier[25] iteration 1689: error 399.625352, percentage 2.85%
Classifier[25] iteration 1690: error 399.602830, percentage 2.85%
Classifier[25] iteration 1691: error 399.580333, percentage 2.85%
Classifier[25] iteration 1692: error 399.557861, percentage 2.85%
Classifier[25] iteration 1693: error 399.535414, percentage 2.85%
Classifier[25] iteration 1694: error 399.512993, percentage 2.85%
Classifier[25] iteration 1695: error 399.490597, percentage 2.85%
Classifier[25] iteration 1696: error 399.468226, percentage 2.85%
Classifier[25] iteration 1697: error 399.445880, percentage 2.85%
Classifier[25] iteration 1698: error 399.423559, percentage 2.85%
Classifier[25] iteration 1699: error 399.401263, percentage 2.85%
Classifier[25] iteration 1700: error 399.378992, percentage 2.85%
Classifier[25] iteration 1701: error 399.356746, percentage 2.85%
Classifier[25] iteration 1702: error 399.334526, percentage 2.85%
Classifier[25] iteration 1703: error 399.312330, percentage 2.85%
Classifier[25] iteration 1704: error 399.290158, percentage 2.85%
Classifier[25] iteration 1705: error 399.268012, percentage 2.85%
Classifier[25] iteration 1706: error 399.245891, percentage 2.85%
Classifier[25] iteration 1707: error 399.223794, percentage 2.85%
Classifier[25] iteration 1708: error 399.201722, percentage 2.85%
Classifier[25] iteration 1709: error 399.179674, percentage 2.85%
Classifier[25] iteration 1710: error 399.157651, percentage 2.85%
Classifier[25] iteration 1711: error 399.135653, percentage 2.85%
Classifier[25] iteration 1712: error 399.113679, percentage 2.85%
Classifier[25] iteration 1713: error 399.091730, percentage 2.85%
Classifier[25] iteration 1714: error 399.069805, percentage 2.85%
Classifier[25] iteration 1715: error 399.047905, percentage 2.85%
Classifier[25] iteration 1716: error 399.026029, percentage 2.85%
Classifier[25] iteration 1717: error 399.004177, percentage 2.85%
Classifier[25] iteration 1718: error 398.982350, percentage 2.85%
Classifier[25] iteration 1719: error 398.960547, percentage 2.85%
Classifier[25] iteration 1720: error 398.938768, percentage 2.85%
Classifier[25] iteration 1721: error 398.917014, percentage 2.85%
Classifier[25] iteration 1722: error 398.895283, percentage 2.85%
Classifier[25] iteration 1723: error 398.873577, percentage 2.85%
Classifier[25] iteration 1724: error 398.851895, percentage 2.85%
Classifier[25] iteration 1725: error 398.830237, percentage 2.85%
Classifier[25] iteration 1726: error 398.808603, percentage 2.85%
Classifier[25] iteration 1727: error 398.786993, percentage 2.85%
Classifier[25] iteration 1728: error 398.765407, percentage 2.85%
Classifier[25] iteration 1729: error 398.743844, percentage 2.85%
Classifier[25] iteration 1730: error 398.722306, percentage 2.85%
Classifier[25] iteration 1731: error 398.700791, percentage 2.85%
Classifier[25] iteration 1732: error 398.679301, percentage 2.85%
Classifier[25] iteration 1733: error 398.657834, percentage 2.85%
Classifier[25] iteration 1734: error 398.636391, percentage 2.85%
Classifier[25] iteration 1735: error 398.614971, percentage 2.85%
Classifier[25] iteration 1736: error 398.593575, percentage 2.85%
Classifier[25] iteration 1737: error 398.572203, percentage 2.85%
Classifier[25] iteration 1738: error 398.550854, percentage 2.85%
Classifier[25] iteration 1739: error 398.529529, percentage 2.85%
Classifier[25] iteration 1740: error 398.508227, percentage 2.85%
Classifier[25] iteration 1741: error 398.486949, percentage 2.85%
Classifier[25] iteration 1742: error 398.465695, percentage 2.85%
Classifier[25] iteration 1743: error 398.444463, percentage 2.85%
Classifier[25] iteration 1744: error 398.423255, percentage 2.85%
Classifier[25] iteration 1745: error 398.402071, percentage 2.85%
Classifier[25] iteration 1746: error 398.380910, percentage 2.85%
Classifier[25] iteration 1747: error 398.359772, percentage 2.85%
Classifier[25] iteration 1748: error 398.338657, percentage 2.85%
Classifier[25] iteration 1749: error 398.317565, percentage 2.85%
Classifier[25] iteration 1750: error 398.296497, percentage 2.84%
Classifier[25] iteration 1751: error 398.275452, percentage 2.84%
Classifier[25] iteration 1752: error 398.254429, percentage 2.84%
Classifier[25] iteration 1753: error 398.233430, percentage 2.84%
Classifier[25] iteration 1754: error 398.212454, percentage 2.84%
Classifier[25] iteration 1755: error 398.191501, percentage 2.84%
Classifier[25] iteration 1756: error 398.170571, percentage 2.84%
Classifier[25] iteration 1757: error 398.149663, percentage 2.84%
Classifier[25] iteration 1758: error 398.128779, percentage 2.84%
Classifier[25] iteration 1759: error 398.107917, percentage 2.84%
Classifier[25] iteration 1760: error 398.087079, percentage 2.84%
Classifier[25] iteration 1761: error 398.066263, percentage 2.84%
Classifier[25] iteration 1762: error 398.045470, percentage 2.84%
Classifier[25] iteration 1763: error 398.024699, percentage 2.84%
Classifier[25] iteration 1764: error 398.003951, percentage 2.84%
Classifier[25] iteration 1765: error 397.983226, percentage 2.84%
Classifier[25] iteration 1766: error 397.962523, percentage 2.84%
Classifier[25] iteration 1767: error 397.941843, percentage 2.84%
Classifier[25] iteration 1768: error 397.921186, percentage 2.84%
Classifier[25] iteration 1769: error 397.900551, percentage 2.84%
Classifier[25] iteration 1770: error 397.879938, percentage 2.84%
Classifier[25] iteration 1771: error 397.859348, percentage 2.84%
Classifier[25] iteration 1772: error 397.838781, percentage 2.84%
Classifier[25] iteration 1773: error 397.818235, percentage 2.84%
Classifier[25] iteration 1774: error 397.797712, percentage 2.84%
Classifier[25] iteration 1775: error 397.777212, percentage 2.84%
Classifier[25] iteration 1776: error 397.756733, percentage 2.84%
Classifier[25] iteration 1777: error 397.736277, percentage 2.84%
Classifier[25] iteration 1778: error 397.715843, percentage 2.84%
Classifier[25] iteration 1779: error 397.695432, percentage 2.84%
Classifier[25] iteration 1780: error 397.675042, percentage 2.84%
Classifier[25] iteration 1781: error 397.654675, percentage 2.84%
Classifier[25] iteration 1782: error 397.634329, percentage 2.84%
Classifier[25] iteration 1783: error 397.614006, percentage 2.84%
Classifier[25] iteration 1784: error 397.593704, percentage 2.84%
Classifier[25] iteration 1785: error 397.573425, percentage 2.84%
Classifier[25] iteration 1786: error 397.553167, percentage 2.84%
Classifier[25] iteration 1787: error 397.532932, percentage 2.84%
Classifier[25] iteration 1788: error 397.512718, percentage 2.84%
Classifier[25] iteration 1789: error 397.492526, percentage 2.84%
Classifier[25] iteration 1790: error 397.472356, percentage 2.84%
Classifier[25] iteration 1791: error 397.452208, percentage 2.84%
Classifier[25] iteration 1792: error 397.432082, percentage 2.84%
Classifier[25] iteration 1793: error 397.411977, percentage 2.84%
Classifier[25] iteration 1794: error 397.391894, percentage 2.84%
Classifier[25] iteration 1795: error 397.371832, percentage 2.84%
Classifier[25] iteration 1796: error 397.351792, percentage 2.84%
Classifier[25] iteration 1797: error 397.331774, percentage 2.84%
Classifier[25] iteration 1798: error 397.311778, percentage 2.84%
Classifier[25] iteration 1799: error 397.291802, percentage 2.84%
Classifier[25] iteration 1800: error 397.271849, percentage 2.84%
Classifier[25] iteration 1801: error 397.251916, percentage 2.84%
Classifier[25] iteration 1802: error 397.232006, percentage 2.84%
Classifier[25] iteration 1803: error 397.212116, percentage 2.84%
Classifier[25] iteration 1804: error 397.192248, percentage 2.84%
Classifier[25] iteration 1805: error 397.172402, percentage 2.84%
Classifier[25] iteration 1806: error 397.152576, percentage 2.84%
Classifier[25] iteration 1807: error 397.132772, percentage 2.84%
Classifier[25] iteration 1808: error 397.112989, percentage 2.84%
Classifier[25] iteration 1809: error 397.093227, percentage 2.84%
Classifier[25] iteration 1810: error 397.073487, percentage 2.84%
Classifier[25] iteration 1811: error 397.053768, percentage 2.84%
Classifier[25] iteration 1812: error 397.034069, percentage 2.84%
Classifier[25] iteration 1813: error 397.014392, percentage 2.84%
Classifier[25] iteration 1814: error 396.994736, percentage 2.84%
Classifier[25] iteration 1815: error 396.975101, percentage 2.84%
Classifier[25] iteration 1816: error 396.955487, percentage 2.84%
Classifier[25] iteration 1817: error 396.935894, percentage 2.84%
Classifier[25] iteration 1818: error 396.916322, percentage 2.84%
Classifier[25] iteration 1819: error 396.896770, percentage 2.83%
Classifier[25] iteration 1820: error 396.877240, percentage 2.83%
Classifier[25] iteration 1821: error 396.857730, percentage 2.83%
Classifier[25] iteration 1822: error 396.838242, percentage 2.83%
Classifier[25] iteration 1823: error 396.818774, percentage 2.83%
Classifier[25] iteration 1824: error 396.799326, percentage 2.83%
Classifier[25] iteration 1825: error 396.779900, percentage 2.83%
Classifier[25] iteration 1826: error 396.760494, percentage 2.83%
Classifier[25] iteration 1827: error 396.741109, percentage 2.83%
Classifier[25] iteration 1828: error 396.721744, percentage 2.83%
Classifier[25] iteration 1829: error 396.702400, percentage 2.83%
Classifier[25] iteration 1830: error 396.683077, percentage 2.83%
Classifier[25] iteration 1831: error 396.663774, percentage 2.83%
Classifier[25] iteration 1832: error 396.644491, percentage 2.83%
Classifier[25] iteration 1833: error 396.625229, percentage 2.83%
Classifier[25] iteration 1834: error 396.605988, percentage 2.83%
Classifier[25] iteration 1835: error 396.586767, percentage 2.83%
Classifier[25] iteration 1836: error 396.567566, percentage 2.83%
Classifier[25] iteration 1837: error 396.548386, percentage 2.83%
Classifier[25] iteration 1838: error 396.529226, percentage 2.83%
Classifier[25] iteration 1839: error 396.510086, percentage 2.83%
Classifier[25] iteration 1840: error 396.490967, percentage 2.83%
Classifier[25] iteration 1841: error 396.471868, percentage 2.83%
Classifier[25] iteration 1842: error 396.452789, percentage 2.83%
Classifier[25] iteration 1843: error 396.433730, percentage 2.83%
Classifier[25] iteration 1844: error 396.414692, percentage 2.83%
Classifier[25] iteration 1845: error 396.395673, percentage 2.83%
Classifier[25] iteration 1846: error 396.376675, percentage 2.83%
Classifier[25] iteration 1847: error 396.357696, percentage 2.83%
Classifier[25] iteration 1848: error 396.338738, percentage 2.83%
Classifier[25] iteration 1849: error 396.319800, percentage 2.83%
Classifier[25] iteration 1850: error 396.300881, percentage 2.83%
Classifier[25] iteration 1851: error 396.281983, percentage 2.83%
Classifier[25] iteration 1852: error 396.263105, percentage 2.83%
Classifier[25] iteration 1853: error 396.244246, percentage 2.83%
Classifier[25] iteration 1854: error 396.225407, percentage 2.83%
Classifier[25] iteration 1855: error 396.206589, percentage 2.83%
Classifier[25] iteration 1856: error 396.187790, percentage 2.83%
Classifier[25] iteration 1857: error 396.169010, percentage 2.83%
Classifier[25] iteration 1858: error 396.150251, percentage 2.83%
Classifier[25] iteration 1859: error 396.131511, percentage 2.83%
Classifier[25] iteration 1860: error 396.112791, percentage 2.83%
Classifier[25] iteration 1861: error 396.094090, percentage 2.83%
Classifier[25] iteration 1862: error 396.075410, percentage 2.83%
Classifier[25] iteration 1863: error 396.056748, percentage 2.83%
Classifier[25] iteration 1864: error 396.038107, percentage 2.83%
Classifier[25] iteration 1865: error 396.019485, percentage 2.83%
Classifier[25] iteration 1866: error 396.000882, percentage 2.83%
Classifier[25] iteration 1867: error 395.982299, percentage 2.83%
Classifier[25] iteration 1868: error 395.963735, percentage 2.83%
Classifier[25] iteration 1869: error 395.945191, percentage 2.83%
Classifier[25] iteration 1870: error 395.926667, percentage 2.83%
Classifier[25] iteration 1871: error 395.908161, percentage 2.83%
Classifier[25] iteration 1872: error 395.889675, percentage 2.83%
Classifier[25] iteration 1873: error 395.871209, percentage 2.83%
Classifier[25] iteration 1874: error 395.852761, percentage 2.83%
Classifier[25] iteration 1875: error 395.834333, percentage 2.83%
Classifier[25] iteration 1876: error 395.815924, percentage 2.83%
Classifier[25] iteration 1877: error 395.797535, percentage 2.83%
Classifier[25] iteration 1878: error 395.779164, percentage 2.83%
Classifier[25] iteration 1879: error 395.760813, percentage 2.83%
